,image_path,actual,predicted
162,193101-006_TIF.jpg,"{'description': 'A St. Jude Research website image of the Human Neural Stem Cell Core in Developmental Neurobiology. Anjana Nityanandam\n\n- SJR - Developmental Neurobiology - Human Neural Stem Cell Core at ARC, Inspiration4 Advanced Research Center.\n\n- Camera Settings: ILCE-9M2, 18mm, ISO 2500, 1/25, f/4.5, Tue, 05-30-2023 at 13:03. v.04.2024 OP'}",0
163,195701-071_TIF.jpg,"{'description': 'Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. Pamela McKenzie, Jennifer DeBeauchamp-Newman\n\n- FY23 - Delaware Bay at Delaware Bay.\n\n- Camera Settings: ILCE-9M2, 17mm, ISO 200, 1/640, f/4, Mon, 05-22-2023 at 16:05. v.04.2024 OP'}",0
164,10001239-012_TIF.jpg,"{'description': 'A St. Jude Research image from Chia-ho Hua’s lab. Vadim Moskvin\n\n- SJR - Chia-ho Hua lab at KRCC, Kay Research and Care Center.\n\n- Camera Settings: ILCE-9M2, 14mm, ISO 2000, 1/60, f/3.2, Thu, 09-01-2022 at 11:37. v.04.2024 OP'}",0
165,240501-015_TIF.jpg,"{'description': 'A Progress blog photo of Emiliy Zeng. \n\n- Camera Settings: ILCE-9M2, 55mm, ISO 800, 1/100, f/3.2, Wed, 08-09-2023 at 15:46. v.04.2024 MRP'}",0
166,00216191-028_TIF.jpg,"{'description': 'An image from the 2022 Scientific Annual Report of Peipei Zhou. \n\n- SCFY22 - SAR - Peipei Zhou at ARC, Inspiration4 Advanced Research Center.\n\n- Camera Settings: ILCE-9M2, 22mm, ISO 800, 1/200, f/3.5, Mon, 05-16-2022 at 12:27. v.04.2024 OP'}",0
167,00215001-021_TIF.jpg,"{'description': '00215001-021, 10-26-21, Memphis views, downtown, bridge, Big River Crossing,'}",0
168,00202524-004_TIF.jpg,"{'description': '00202524-004, 10-03-18, campus exteriors, Danny Thomas ALSAC Pavilion,'}",0
169,00203581-013_Webster_TIF.jpg,"{'description': '00203581-013, 11-28-18, staff location portraits, individuals, presentation speaker, man, male, Robert Webster PhD (Infectious Diseases),'}",0
170,10002670-112-V1_TIF.jpg,"{'description': '10002670, Holiday Decorations, Christmas, Jude Lights, Stock, Campus'}",0
171,00208305-011_TIF.jpg,"{'description': '00208305-011, 07-22-19, staff - groups, laboratory, POEs, student, Oncololgy, African-American, female, male, (LR) Esther Obeng MD, PhD, Reid Palumbo,'}",0
172,00204754-001_TIF.jpg,"{'description': '00204754-001, 01-30-19, office, books, laptop, computer, keyboard, hands, typing, glasses,'}",0
173,00204008-014_TIF.jpg,"{'description': '00204008-014, 01-09-19, research procedures, research instruments, microscopy, microscopes, hands,'}",0
174,00204903-003_TIF.jpg,"{'description': '00204903-003, 02-14-19, research instruments, science, laboratory, 96-well plate, vials,'}",0
